L_C_roll	L_A_roll	L_Linear	L_C_roll_c	L_A_roll_c	
8.21978	-8.21978	0	-352.39	-263.62	
8.48352	-8.57143	0	-37.66	-486.89	
8.65934	-8.65934	0	-1151.32	-207.13	
9.18681	-9.01099	0	69.94	99.53	
9.0989	-9.27473	0	-535.31	2.69	
9.45055	-9.53846	0	123.74	-320.11	
9.71429	-9.71429	0	-150.64	441.16	
9.8022	-9.36264	0	-419.64	583.73	
9.71429	-9.89011	0	-376.6	32.28	
9.8022	-9.89011	0	-126.43	-1382.66	
9.8022	-9.53846	0	-454.61	1323.48	
9.53846	-9.36264	0	-556.83	-269	
9.36264	-8.92308	0	-796.24	1057.17	
9.18681	-9.01099	0	-492.27	640.22	
8.92308	-8.83516	0	-473.44	99.53	
8.74725	-8.57143	0	-494.96	-94.15	
8.48352	-8.04396	0	-726.3	-75.32	
8.04396	-7.95604	0	-476.13	-400.81	
7.69231	-7.6044	0	-788.17	-126.43	
7.42857	-7.25275	0	-516.48	-379.29	
7.34066	-7.25275	0	-196.37	-118.36	
6.98901	-6.98901	0	-465.37	-64.56	
6.63736	-6.37363	0	-282.45	-32.28	
