time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	COG_Vx	COG_Vy	
0.175	-0.000370188	0.0702699	0.222582	0.00353858	-0.00619957	0.0127351	-0.000798266	0.0835829	5.51156e-05	0.00198598	0.0151783
0.2	-0.000312457	0.070589	0.222589	0.00492689	-0.00556323	0.0145015	-0.000798698	0.0835833	5.4077e-05	0.00240116	0.010384
0.225	-0.000243415	0.0707924	0.222594	0.00646444	-0.00485884	0.0156356	-0.000799139	0.0835835	5.34455e-05	0.00287535	0.00584483
0.25	-0.000161617	0.0708847	0.222596	0.0080805	-0.00411879	0.0160264	-0.000799561	0.0835835	5.32911e-05	0.0034202	0.00144934
0.275	-6.53208e-05	0.0708682	0.222595	0.00969662	-0.00337901	0.0156358	-0.000799933	0.0835832	5.36346e-05	0.00404911	-0.00291053
0.3	4.75855e-05	0.0707424	0.222591	0.0112344	-0.00267539	0.0145018	-0.000800221	0.0835826	5.44452e-05	0.00477752	-0.00734193
0.325	0.000179651	0.070504	0.222585	0.012623	-0.00204033	0.0127356	-0.000800399	0.0835819	5.56438e-05	0.00562334	-0.0119538
0.35	0.000333945	0.0701471	0.222577	0.0138064	-0.00149956	0.01051	-0.00080044	0.0835809	5.71116e-05	0.00660735	-0.0168593
0.375	0.000514141	0.069663	0.222568	0.0147485	-0.00106959	0.00804285	-0.000800324	0.0835797	5.87014e-05	0.00775374	-0.0221793
0.4	0.000724631	0.0690397	0.222559	0.0154367	-0.000756119	0.00557568	-0.000800036	0.0835782	6.02529e-05	0.00909068	-0.0280442
0.425	0.000970584	0.068262	0.222551	0.0158837	-0.000553496	0.00334997	-0.000799571	0.0835763	6.16077e-05	0.010651	-0.0345984
0.45	0.00125814	0.0673108	0.222545	0.0161254	-0.000445243	0.00158357	-0.000798926	0.0835741	6.2625e-05	0.0124731	-0.0420028
0.475	0.0015945	0.0661628	0.222541	0.016218	-0.000405692	0.000449388	-0.000798108	0.0835714	6.31949e-05	0.0146017	-0.0504395
0.5	0.00198809	0.0647899	0.222541	0.0162322	-0.000402505	5.84246e-05	-0.000797124	0.0835682	6.32488e-05	0.0170892	-0.0601157
0	0.00198809	0.0647899	0.222541	0.0162322	-0.000402505	5.84246e-05	-0.000797124	0.0835682	6.32488e-05	0.0170892	-0.0601157
