L_C_roll	L_A_roll	L_Linear	
0	0	0.0265268	
0	0	0.0275577	
0	0	0.0281074	
0	0	0.0295506	
0	0	0.0307876	
0	0	0.0320933	
0	0	0.0329867	
0	0	0.0336052	
0	0	0.0336739	
0	0	0.0337427	
0	0	0.0329867	
0	0	0.032918	
0	0	0.0329867	
0	0	0.0322308	
0	0	0.031681	
0	0	0.0314061	
0	0	0.0307876	
0	0	0.0298255	
0	0	0.0298255	
0	0	0.0283136	
0	0	0.0276264	
0	0	0.0264581	
0	0	0.025496	
0	0	0.0241215	
0	0	0.0231594	
0	0	0.0216475	
0	0	0.0202731	
0	0	0.0190361	
0	0	0.0183489	
0	0	0.0178678	
0	0	0.0175929	
0	0	0.0165621	
0	0	0.0154625	
0	0	0.0145691	
0	0	0.013607	
0	0	0.0125762	
0	0	0.0116141	
0	0	0.010652	
0	0	0.00968985	
0	0	0.00879646	
0	0	0.00783435	
0	0	0.00687223	
0	0	0.00597884	
0	0	0.0046044	
0	0	0.00377973	
0	0	0.00206167	
0	0	0.00089339	
0	0	0.000206167	
0	0	-0.00130572	
