time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.175	-0.00020741	0.0345519	0.216597	-5.04907e-05	5.248e-05	-7.28121e-08	-5.50604e-05	0.0992767	-6.63735e-07	0.02775	0.0278726	0.280748	-0.000190062	0.145782	-0.00244394	0.000717492	0.270696	0.00894969	0	0.105166	0	0	0.16498	0	
0.2	-0.00020714	0.0372162	0.216598	-5.06163e-05	5.86103e-05	-5.16115e-08	-5.5206e-05	0.0992835	-7.19601e-07	0.0277458	0.0316609	0.280694	-0.000168057	0.15153	-0.00215618	0.000880194	0.229915	0.0115103	0	0.108928	0	0	0.135902	0	
0.225	-0.000207158	0.039965	0.2166	-5.07438e-05	6.4931e-05	-2.75708e-09	-5.53544e-05	0.0992906	-7.47282e-07	0.0277419	0.0355672	0.280649	-0.000153544	0.156255	-0.00179599	0.00058052	0.189021	0.0144075	0	0.11196	0	0	0.106624	0	
0.25	-0.000206972	0.0427802	0.216601	-5.08712e-05	7.14002e-05	7.54071e-08	-5.5503e-05	0.0992978	-7.44403e-07	0.0277392	0.0395662	0.280614	-0.000106732	0.159957	-0.00139467	0.0018725	0.148059	0.0160529	0	0.114257	0	0	0.0771462	0	
0.275	-0.000206497	0.0456433	0.216601	-5.09999e-05	7.79764e-05	1.84706e-07	-5.00884e-05	0.0993017	-6.37487e-07	0.0277362	0.0436323	0.280591	-0.000120528	0.162644	-0.000943013	-0.000551848	0.10749	0.0180662	0	0.115815	0	0	0.0474684	0	
0.3	-0.000206431	0.048536	0.216602	-5.11251e-05	8.46171e-05	3.25025e-07	-5.02208e-05	0.0993083	-5.7488e-07	0.0277354	0.0477393	0.280579	-3.49987e-05	0.164281	-0.000480312	0.00342118	0.0654987	0.018508	0	0.116629	0	0	0.0175907	0	
0.325	-0.00020643	0.0514396	0.216602	-5.12476e-05	9.12801e-05	4.96476e-07	-5.03511e-05	0.099315	-4.81478e-07	0.0277354	0.0518616	0.280579	3.34994e-06	0.164892	3.89123e-06	0.00153395	0.0244214	0.0193681	0	0.116693	0	0	-0.012487	0	
0.35	-0.000206496	0.0543354	0.216601	-5.13667e-05	9.79231e-05	6.98023e-07	-5.04784e-05	0.0993216	-3.5782e-07	0.0277365	0.0559731	0.280591	4.17373e-05	0.164461	0.000488843	0.00153549	-0.0172267	0.0193981	0	0.116003	0	0	-0.0427645	0	
0.375	-0.000206626	0.0572046	0.216601	-5.14816e-05	0.000104503	9.27794e-07	-5.06019e-05	0.0993282	-2.05272e-07	0.0277385	0.0600477	0.280615	7.90939e-05	0.162982	0.000960992	0.00149427	-0.0591835	0.018886	0	0.114553	0	0	-0.0732419	0	
0.4	-0.000206817	0.0600282	0.2166	-5.15916e-05	0.000110978	1.18309e-06	-5.07208e-05	0.0993347	-2.60261e-08	0.0277413	0.0640588	0.28065	0.000114367	0.160444	0.001407	0.00141093	-0.101505	0.0178403	0	0.112339	0	0	-0.103919	0	
0.425	-0.000207063	0.0627872	0.216598	-5.1696e-05	0.000117304	1.46042e-06	-5.08344e-05	0.0993411	1.76936e-07	0.027745	0.0679797	0.280696	0.000146546	0.156838	0.00181408	0.00128717	-0.144244	0.0162831	0	0.109356	0	0	-0.134796	0	
0.45	-0.000207357	0.0654622	0.216597	-5.17944e-05	0.000123438	1.75551e-06	-5.09422e-05	0.0993472	3.9988e-07	0.0277494	0.0717835	0.28075	0.000174688	0.152152	0.00217029	0.00112567	-0.187445	0.0142486	0	0.105598	0	0	-0.165873	0	
0.475	-0.000207726	0.068034	0.216595	-5.18863e-05	0.000129336	2.06339e-06	-5.10436e-05	0.0993531	6.38344e-07	0.0277543	0.0754429	0.280812	0.00019596	0.146374	0.00246385	0.000850859	-0.231113	0.0117421	0	0.10106	0	0	-0.19715	0	
0.5	-0.000208092	0.0704831	0.216593	-5.19712e-05	0.000134953	2.37857e-06	-5.1138e-05	0.0993588	8.87371e-07	0.0277596	0.0789301	0.280879	0.000215543	0.139489	0.00268852	0.000783316	-0.275394	0.00898707	0	0.0957386	0	0	-0.228627	0	
0.525	-0.00020851	0.0727901	0.216591	-5.2049e-05	0.000140245	2.69467e-06	-5.1225e-05	0.0993641	1.14113e-06	0.0277653	0.0822174	0.280949	0.000224912	0.131491	0.00282756	0.000374755	-0.319909	0.0055613	0	0.0896274	0	0	-0.260304	0	
0.55	-0.000208901	0.0749348	0.216589	-4.69084e-05	0.000130653	2.70486e-06	-5.1305e-05	0.099369	1.39325e-06	0.0277707	0.0852784	0.281021	0.000215549	0.122443	0.00286968	-0.000374504	-0.361938	0.00168496	0	0.0827218	0	0	-0.292181	0	
0.575	-0.000209291	0.076898	0.216587	-4.69647e-05	0.000134709	2.97373e-06	-5.1376e-05	0.0993735	1.63887e-06	0.0277764	0.0880803	0.281093	0.000229425	0.112074	0.0028638	0.000555047	-0.414756	-0.000235102	0	0.0750167	0	0	-0.324257	0	
0.6	-0.000209665	0.0786595	0.216585	-4.70139e-05	0.000138348	3.22524e-06	-5.14386e-05	0.0993776	1.87064e-06	0.0277819	0.0905962	0.281161	0.000219621	0.100637	0.00274284	-0.000392157	-0.457497	-0.00483842	0	0.0665072	0	0	-0.356534	0	
